product,horizon,feature,condition,threshold,in_mean,out_mean,out_t,n_out,fire_rate
VEV_5300,200,tp_roll,>=,55.2475,-4.292405063291139,-9.5935960591133,-55.65984220555509,203,0.020107599193006052
VEV_4500,200,tp_roll,>=,0.135,-4.818181818181818,-21.27807486631016,-50.73658068634999,187,0.021082716879623403
VEV_5200,200,vfe_mid,>=,5264.0,-3.44774414620217,-12.599734042553191,-45.66688538110473,752,0.20151006711409397
VEV_5300,200,vfe_mid,>=,5264.0,-2.3128688368551304,-7.558510638297872,-45.4615078856908,752,0.20151006711409397
VEV_5100,200,vfe_mid,>=,5264.0,-4.491052731772321,-16.31648936170213,-45.18709499691715,752,0.20151006711409397
VEV_5000,200,vfe_mid,>=,5264.0,-4.950218922520465,-17.799202127659573,-45.04510755276323,752,0.20151006711409397
VEV_4500,200,vfe_mid,>=,5264.0,-5.197411003236246,-18.341090425531913,-44.98731043982863,752,0.20151006711409397
VEV_4000,200,vfe_mid,>=,5264.0,-5.199409861031791,-18.340425531914892,-44.85408911496327,752,0.20151006711409397
VEV_5200,200,tp_roll,>=,53.317625,3.7214960058097315,9.618181818181819,39.00763692827287,110,0.05
VEV_5200,200,time_premium,<=,35.0,-2.759767516951889,-5.06015037593985,-34.19854855242224,3325,0.21550335570469797
VEV_5100,200,tp_roll,<=,8.605,-3.6173541963015645,-8.179797535211268,-33.85503422929318,2272,0.1000336247478144
VEV_5200,200,tp_roll,<=,32.0675,-1.5333333333333334,-7.2965317919075146,-33.764716396199006,1730,0.1000336247478144
VEV_5200,200,time_premium,<=,27.0,-2.4862637362637363,-12.700970873786408,-32.43831720773718,515,0.023389261744966444
VEV_5200,200,tp_roll,<=,35.265,-2.6474480151228734,-4.785541439806413,-32.334900462903526,3306,0.20010087424344317
VEV_5200,200,time_premium,<=,32.0,-1.7370084269662922,-6.764879356568365,-31.92052311184712,1865,0.11036912751677852
VEV_5000,200,tp_roll,<=,1.7875,-3.9663461538461537,-7.641912908242613,-30.1930465673289,2572,0.10047074646940148
VEV_4000,200,tp_roll,>=,0.14,-2.168965517241379,-17.028614457831324,-29.662601941143397,332,0.020914593140551444
VEV_4500,200,tp_roll,<=,-0.11,4.948888888888889,12.383863080684597,29.284858515980385,409,0.021318090114324142
VEV_5200,200,tp_roll,<=,29.8425,-3.804738562091503,-9.654545454545454,-28.9717588137343,880,0.05016812373907196
VEV_5200,200,rvol_100,>=,0.7444745837424336,-1.5376275510204083,-7.169093851132686,-27.78426302019818,1236,0.2
VEV_5300,200,time_premium,<=,28.5,6.258196721311475,1.6441062176165804,26.58673431763068,3088,0.10771812080536913
VEV_5100,200,tp_roll,<=,7.7725,-6.535,-9.327338129496402,-26.57226355083108,1390,0.05010087424344317
VEV_5200,200,time_premium,<=,29.5,-2.3330849478390463,-8.744148936170212,-26.534085518912196,940,0.05406040268456376
VELVETFRUIT_EXTRACT,200,cum_Mark 55,<=,-79.0,2.1163334751169716,9.230716253443527,25.66428197385994,726,0.10325503355704697
VEV_5200,200,cum_Mark 14,<=,0.0,-0.6073074837310195,-6.541456016177958,-25.377611778435757,989,0.28070469798657716
VEV_5100,200,time_premium,<=,10.0,-2.690803162713275,-4.681343853397811,-24.73552420236804,3929,0.21248322147651005
VEV_5100,200,time_premium,<=,8.5,-1.9771033013844515,-5.8209069946195235,-24.563781883228906,2602,0.1188255033557047
VEV_5300,200,cum_Mark 01,<=,14.0,-0.3422131147540984,-3.903437815975733,-24.21305187798766,989,0.10687919463087249
VEV_5100,200,time_premium,<=,7.5,-2.242765273311897,-7.625154511742893,-23.975751279935142,1618,0.06473154362416107
VEV_4500,200,tp_roll,<=,-0.085,1.8313413014608233,9.393899204244033,23.95059009143206,754,0.050672494956287825
VEV_5300,200,cum_Mark 22,>=,-31.0,-0.2946949602122016,-2.2389039855072466,-23.866564216551822,2208,0.20060402684563758
VEV_5300,200,cum_Mark 01,<=,27.0,-0.30511910795742525,-2.255153458543289,-23.787466717070313,2183,0.20567114093959732
VEV_5300,200,tp_roll,<=,32.729499999999994,4.621688741721854,1.155127245508982,23.694930165068335,5344,0.2
VELVETFRUIT_EXTRACT,50,nf_Mark 22_W200,>=,7.0,-0.11604938271604938,-6.05,-23.595899678427863,200,0.02020100838091422
VELVETFRUIT_EXTRACT,200,cum_Mark 49,>=,-14.0,-8.394404332129964,-9.002012072434608,-23.228532880446746,994,0.05194630872483221
VEV_5200,200,vfe_mid,<=,5233.5,4.620277563608327,2.5133952979770364,23.200106935172304,3658,0.2097986577181208
VEV_5000,200,vfe_mid,<=,5233.5,7.5009637625289125,4.102515035538546,23.008433272669198,3658,0.2097986577181208
VEV_5100,200,vfe_mid,<=,5233.5,6.527370855821125,3.5605522143247677,22.940042480516006,3658,0.2097986577181208
VEV_5300,200,vfe_mid,<=,5233.5,2.7692752505782576,1.332558775287042,22.92935618587452,3658,0.2097986577181208
VEV_4500,200,vfe_mid,<=,5233.5,8.082690824980725,4.297430289775834,22.918361662469486,3658,0.2097986577181208
VEV_4000,200,vfe_mid,<=,5233.5,8.088087895142637,4.3044013121924545,22.897391124248927,3658,0.2097986577181208
VEV_5300,200,cum_Mark 14,<=,5.0,-0.0735708367854184,-1.5965978128797085,-22.392325168864836,3292,0.31298657718120804
VELVETFRUIT_EXTRACT,200,cum_Mark 49,>=,-34.0,-1.35034516765286,-8.048126064735946,-22.31103363857189,1174,0.1074496644295302
VELVETFRUIT_EXTRACT,200,cum_Mark 55,<=,-88.0,4.708212209302325,11.64516129032258,22.257278496628484,186,0.052416107382550335
VELVETFRUIT_EXTRACT,200,cum_Mark 22,>=,-7.0,-1.400709219858156,-12.098627787307032,-22.232131197569217,583,0.052684563758389265
VEV_5300,200,cum_Mark 14,<=,2.0,-0.27010804321728693,-3.0944055944055946,-22.193846532522805,1287,0.12704697986577182
VEV_5300,200,cum_Mark 22,>=,-17.0,-0.3889457523029683,-3.0944055944055946,-22.193846532522805,1287,0.10875838926174497
VEV_5300,200,cum_Mark 14,<=,0.0,-0.2747419550698239,-3.0944055944055946,-22.193846532522805,1287,0.09845637583892618
HYDROGEL_PACK,200,vfe_mid,>=,5280.5,1.1268498942917549,18.920212765957448,21.975149865071664,188,0.022181208053691275
VEV_5200,200,rvol_100,>=,0.7774602526460398,-2.254360465116279,-8.458259325044406,-21.79843750031592,563,0.10003367003367003
VEV_4000,200,tp_roll,>=,0.11,-2.1185929648241206,-11.912757973733584,-21.38107214751639,533,0.051378614660390044
VEV_5300,200,rvol_100,<=,0.37551311696144934,4.448170731707317,1.4776853252647504,20.928128825895115,2644,0.10006734006734007
VELVETFRUIT_EXTRACT,200,cum_Mark 49,>=,0.0,-15.163461538461538,-9.663001293661061,-20.837822036175627,773,0.029429530201342282
VEV_5000,200,time_premium,<=,1.5,-1.021768707482993,-5.168380007089684,-20.6182589632426,2821,0.11932885906040268
VEV_5200,200,rvol_20,>=,0.782623792124927,-1.4537796497450677,-4.5207182320441985,-20.370473411260683,1448,0.2001007387508395
VEV_5300,200,rvol_100,<=,0.4173933057886433,2.372,1.1422470433639949,20.304258079034213,4566,0.20003367003367004
VEV_5300,200,time_premium,<=,33.0,4.831775700934579,0.975120523415978,20.15707036550696,5808,0.22003355704697986
VEV_5200,50,tp_roll,<=,31.9625,-0.004575707154742097,-2.2024608501118568,-20.058248217026854,1788,0.10003345600535296
VEV_5100,200,time_premium,<=,6.5,-7.358208955223881,-10.202889447236181,-19.99685939873911,796,0.028959731543624162
VEV_4500,200,tp_roll,<=,-0.065,2.032707450030285,6.887547169811321,19.909383321362075,1325,0.10006724949562879
VEV_5000,50,vfe_mid,>=,5275.5,-2.7936951316839584,-6.3125,-19.580120353581137,272,0.05091819699499165
VEV_4500,50,vfe_mid,>=,5275.5,-2.8798882681564244,-6.4963235294117645,-19.543002903151617,272,0.05091819699499165
VEV_5200,200,time_premium,>=,54.0,4.57593543653705,5.768472906403941,19.498027498872244,203,0.0525503355704698
VEV_5100,50,vfe_mid,>=,5275.5,-2.544293695131684,-5.786764705882353,-19.481703526185083,272,0.05091819699499165
VEV_5200,50,vfe_mid,>=,5275.5,-1.968874700718276,-4.579044117647059,-19.467833474650085,272,0.05091819699499165
VEV_4000,50,vfe_mid,>=,5275.5,-2.874301675977654,-6.523897058823529,-19.400275749610117,272,0.05091819699499165
VELVETFRUIT_EXTRACT,200,nf_Mark 67_W200,>=,33.0,-1.8842592592592593,-9.645907473309608,-19.392131806852984,281,0.023926977415349507
VEV_5300,50,vfe_mid,>=,5275.5,-1.3204309656823623,-2.8676470588235294,-19.11064659184629,272,0.05091819699499165
VEV_5200,200,rvol_100,>=,0.8000157797157899,-5.129853321829163,-8.748466257668712,-18.963564337160133,326,0.05
VEV_4500,200,tp_roll,>=,0.1075,-4.250431034482759,-12.43359375,-18.805784584512093,384,0.05191661062542031
VELVETFRUIT_EXTRACT,200,nf_Mark 14_W200,<=,-26.0,4.948979591836735,7.745033112582782,18.76078913373939,302,0.021645021645021644
VEV_5200,50,vfe_mid,>=,5264.0,-1.035693889206168,-3.422207446808511,-18.693314327775788,752,0.2005008347245409
VEV_5200,200,vfe_mid,<=,5223.5,6.963203463203463,2.4654850746268657,18.67648546568975,2144,0.10295302013422819
VEV_5100,50,vfe_mid,>=,5264.0,-1.3477060727203503,-4.4248670212765955,-18.523620603981165,752,0.2005008347245409
VEV_5000,50,vfe_mid,>=,5264.0,-1.4964782029316581,-4.82779255319149,-18.506557191231163,752,0.2005008347245409
VEV_5300,50,vfe_mid,>=,5264.0,-0.6915096135541595,-2.081781914893617,-18.48653165469252,752,0.2005008347245409
VEV_5300,200,vfe_mid,<=,5223.5,4.071969696969697,1.273554104477612,18.41737453989294,2144,0.10295302013422819
VEV_4500,50,vfe_mid,>=,5264.0,-1.5701503902531886,-4.968085106382978,-18.38897071344347,752,0.2005008347245409
VELVETFRUIT_EXTRACT,200,nf_Mark 01_W200,<=,-20.0,2.8773062730627306,7.435,18.361597114687736,200,0.024900164435048156
VEV_4000,200,tp_roll,>=,0.0625,-1.528744521783965,-5.26113172541744,-18.32922373893011,2156,0.20292535305985204
VEV_4000,50,vfe_mid,>=,5264.0,-1.5770988006853226,-4.962765957446808,-18.303964050826224,752,0.2005008347245409
VEV_4500,200,vfe_mid,<=,5223.5,12.444805194805195,4.317863805970149,18.302874504207804,2144,0.10295302013422819
VEV_4000,200,vfe_mid,<=,5223.5,12.435064935064934,4.319496268656716,18.27956226810489,2144,0.10295302013422819
VEV_5000,200,vfe_mid,<=,5223.5,11.515151515151516,4.068563432835821,18.255050326259383,2144,0.10295302013422819
VEV_5100,200,vfe_mid,<=,5223.5,10.053030303030303,3.500699626865672,18.224247335546025,2144,0.10295302013422819
VEV_5200,50,vfe_mid,>=,5271.0,-1.5979560354801388,-3.7083333333333335,-18.00521472505695,468,0.10220367278797997
VEV_5100,200,tp_roll,<=,10.285,-3.3777569216330363,-3.5044432828018817,-18.001817570091188,3826,0.20030262273032953
VEV_5200,50,time_premium,<=,35.0,-0.8650306748466258,-1.4289697681244498,-17.943771668653536,3407,0.21716193656093488
VEV_5000,50,vfe_mid,>=,5271.0,-2.284998071731585,-5.1335470085470085,-17.93397415590786,468,0.10220367278797997
VEV_5100,50,vfe_mid,>=,5271.0,-2.077323563440031,-4.711538461538462,-17.91207265268471,468,0.10220367278797997
VEV_5300,50,vfe_mid,>=,5271.0,-1.0709602776706517,-2.2948717948717947,-17.860269707264834,468,0.10220367278797997
VEV_4500,50,vfe_mid,>=,5271.0,-2.3816043193212497,-5.2905982905982905,-17.80382700004028,468,0.10220367278797997
VEV_4000,50,vfe_mid,>=,5271.0,-2.38314693405322,-5.289529914529915,-17.689878262746262,468,0.10220367278797997
VEV_5200,50,tp_roll,<=,35.196999999999996,-0.3998062015503876,-1.4161271336080048,-17.463584470293895,3398,0.2
VEV_5000,200,time_premium,<=,1.0,-3.2401746724890828,-9.183192261185006,-17.222100940352576,827,0.03543624161073825
VEV_5100,50,tp_roll,<=,8.5325,-0.3387334315169367,-2.0769563337656725,-17.146239621002856,2313,0.10010036801605889
VEV_5000,200,time_premium,<=,2.5,-1.994989512934048,-2.7281825460368294,-16.59109775812497,6245,0.3535570469798658
VEV_5200,200,rvol_20,>=,0.8444867640980795,-1.709576837416481,-5.5619891008174385,-16.56630839479656,734,0.10003357958361317
VEV_5300,50,cum_Mark 22,>=,-6.0,-0.5989628349178912,-2.449004975124378,-16.562028106295205,402,0.0520534223706177
VEV_5300,50,cum_Mark 01,<=,6.0,-0.5989628349178912,-2.449004975124378,-16.562028106295205,402,0.0520534223706177
VEV_4000,200,tp_roll,>=,0.0875,-0.9458531431590068,-6.9224669603524225,-16.550729769260702,1135,0.10181573638197713
VEV_5100,200,time_premium,>=,18.5,5.098620910840282,9.053763440860216,16.493556076856695,186,0.11087248322147651
VEV_5200,50,time_premium,<=,32.0,-0.1580056179775281,-1.79142091152815,-16.14785868055303,1865,0.10981636060100167
VEV_5200,200,vfe_mid,<=,5207.5,9.475247524752476,3.9559118236472948,15.900278050442557,499,0.020134228187919462
VEV_4500,200,vfe_mid,<=,5207.5,18.277227722772277,7.465931863727455,15.820774395483461,499,0.020134228187919462
VEV_5000,200,tp_roll,<=,2.35,-2.3838383838383836,-3.2319910514541386,-15.794608137016628,4470,0.20023537323470075
HYDROGEL_PACK,200,vfe_mid,>=,5264.0,0.18075385494003426,10.071143617021276,15.767324704409802,752,0.20151006711409397
VEV_5300,50,tp_roll,>=,52.305,-0.9562431343830099,-2.3378378378378377,-15.6787031176431,259,0.10003345600535296
VEV_5000,200,vfe_mid,<=,5207.5,16.45049504950495,6.917835671342686,15.63338452435075,499,0.020134228187919462
VEV_4000,200,vfe_mid,<=,5207.5,18.247524752475247,7.407815631262525,15.5856063553683,499,0.020134228187919462
VEV_5300,25,tp_dev,>=,5.921800000000003,-0.6854243542435424,-2.4473684210526314,-15.378429482763604,57,0.020023399632291494
VELVETFRUIT_EXTRACT,200,nf_Mark 67_W200,>=,30.0,-5.436356404136833,-7.070866141732283,-15.288053227411122,381,0.05496828752642706
VEV_5300,200,vfe_mid,<=,5207.5,5.747524752475248,1.8787575150300602,15.223258401472615,499,0.020134228187919462
VEV_5100,200,vfe_mid,<=,5207.5,13.628712871287128,5.728456913827655,15.211411410898094,499,0.020134228187919462
VEV_5200,200,time_premium,>=,51.5,4.400320256204964,3.4718181818181817,14.847502620878963,550,0.10228187919463087
VEV_5300,50,tp_roll,>=,53.7675,-1.7129262490087231,-2.4127659574468083,-14.789938749712793,235,0.05005018400802944
VEV_5200,200,rvol_20,>=,0.8944271909999167,-2.579824561403509,-7.494285714285715,-14.727446859124319,350,0.050033579583613166
VEV_5000,25,vfe_mid,>=,5275.5,-1.295291300877893,-3.363970588235294,-14.384333299061268,272,0.05087572977481234
VEV_4500,25,vfe_mid,>=,5275.5,-1.326416600159617,-3.452205882352941,-14.313457117833586,272,0.05087572977481234
VEV_5100,25,vfe_mid,>=,5275.5,-1.1743814844373504,-3.0845588235294117,-14.293987319067947,272,0.05087572977481234
VEV_5200,25,vfe_mid,>=,5275.5,-0.9154030327214685,-2.4154411764705883,-14.105302448481185,272,0.05087572977481234
VEV_5100,50,time_premium,<=,10.0,-0.7409488139825219,-1.385728298185385,-14.054696727771384,4078,0.2163939899833055
VEV_4000,25,vfe_mid,>=,5275.5,-1.3312051077414206,-3.463235294117647,-14.028158233923026,272,0.05087572977481234
VEV_5200,200,tp_roll,>=,51.2725,4.350430857611818,3.616883116883117,13.8934334617448,539,0.10006724949562879
VEV_5300,50,tp_roll,>=,55.24360000000001,-1.5278481012658227,-2.561576354679803,-13.836257268094892,203,0.02000669120107059
VEV_5300,25,vfe_mid,>=,5275.5,-0.6209098164405427,-1.5477941176470589,-13.769530858338719,272,0.05087572977481234
VEV_5300,50,time_premium,>=,50.0,-0.5978189570350935,-2.5923076923076924,-13.617945086943834,195,0.21011686143572622
VEV_4500,200,tp_roll,<=,-0.04,1.2091265397536395,3.752663622526636,13.59422015844628,2628,0.20847343644922664
VEV_4500,50,tp_roll,<=,-0.085,1.407038512616202,3.0616710875331563,13.469668933836102,754,0.050418200066912014
VEV_4000,5,tp_dev,<=,-1.445,2.6194805194805193,3.216589861751152,13.391319409136933,217,0.020110238850843495
VEV_5000,50,vfe_mid,>=,5280.5,-2.221987315010571,-5.50531914893617,-13.316784991782319,188,0.022070116861435726
VEV_4500,50,vfe_mid,>=,5280.5,-2.3118393234672303,-5.672872340425532,-13.304968680693078,188,0.022070116861435726
VEV_5100,200,tp_roll,>=,16.66,3.502502780867631,5.104504504504504,13.289955380726589,555,0.2000336247478144
VEV_4500,50,tp_roll,>=,0.1075,-1.1974137931034483,-4.174479166666667,-13.265005441259024,384,0.05165607226497156
VEV_5200,50,vfe_mid,>=,5280.5,-1.5570824524312896,-4.026595744680851,-13.256830692623607,188,0.022070116861435726
VEV_5200,25,vfe_mid,>=,5271.0,-0.9001156961048978,-1.9284188034188035,-13.238771659066666,468,0.10211843202668891
VEV_5300,50,time_premium,<=,28.0,1.6233766233766234,0.41244083840432727,13.233384209012383,2958,0.10133555926544241
VEV_5100,50,vfe_mid,>=,5280.5,-2.063424947145877,-5.0186170212765955,-13.232118128436099,188,0.022070116861435726
VEV_5000,25,vfe_mid,>=,5271.0,-1.2811415349016584,-2.65491452991453,-13.22416152319719,468,0.10211843202668891
VEV_4000,50,vfe_mid,>=,5280.5,-2.291754756871036,-5.699468085106383,-13.203967745960599,188,0.022070116861435726
VEV_4500,50,tp_roll,>=,0.135,-2.0488636363636363,-5.764705882352941,-13.123203831160076,187,0.020976915356306455
VEV_5100,25,vfe_mid,>=,5271.0,-1.1646741226378712,-2.4337606837606836,-13.122289655973995,468,0.10211843202668891
VEV_5300,50,tp_roll,>=,49.916000000000004,-0.6461267605633803,-1.9228187919463087,-13.093418599595813,298,0.2
VELVETFRUIT_EXTRACT,200,nf_Mark 14_W200,<=,-21.0,3.810185185185185,4.182475884244373,13.089310859103032,622,0.05349172791033256
VEV_5300,50,vfe_mid,>=,5280.5,-1.0866807610993658,-2.5718085106382977,-13.079278878805676,188,0.022070116861435726
VEV_4500,25,vfe_mid,>=,5271.0,-1.336482838411107,-2.716880341880342,-13.026409485548575,468,0.10211843202668891
VEV_5200,50,vfe_mid,<=,5233.5,1.2465304548959137,0.7465154413774255,13.003722544802338,3659,0.20878130217028382
VEV_5200,25,tp_roll,<=,35.18,-0.2015940902021773,-0.7322788517867604,-12.980461041322751,3414,0.20010028413839212
VEV_5300,25,vfe_mid,>=,5271.0,-0.5967990744311609,-1.205128205128205,-12.9737616832917,468,0.10211843202668891
VEV_5300,50,vfe_mid,<=,5233.5,0.7658057054741712,0.3946433451762777,12.946359557061564,3659,0.20878130217028382
VEV_5200,50,rvol_100,>=,0.7447459060958063,-0.12281822051936994,-1.751374705420267,-12.908219192318876,1273,0.20003350083752094
VEV_5100,50,vfe_mid,<=,5233.5,1.763107170393215,1.0613555616288604,12.863193922229197,3659,0.20878130217028382
VEV_5200,50,rvol_20,>=,0.7826237921249267,-0.3541436464088398,-1.4010914051841745,-12.84965577041448,1466,0.2001670564650852
VEV_4000,25,vfe_mid,>=,5271.0,-1.3378326263015812,-2.719017094017094,-12.827824915850965,468,0.10211843202668891
VEV_5000,50,vfe_mid,<=,5233.5,2.0348882035466462,1.2182290243235856,12.751291226313665,3659,0.20878130217028382
VEV_5200,50,time_premium,<=,29.5,-0.3979135618479881,-2.103723404255319,-12.706496067483082,940,0.05378964941569282
VEV_4500,50,tp_roll,<=,-0.0625,0.8089064261555806,2.2287719298245614,12.655182479211074,1425,0.10702576112412178
VEV_5200,25,time_premium,<=,35.0,-0.42960929932192443,-0.7171554252199414,-12.633151585610383,3410,0.21708090075062553
VEV_5100,50,time_premium,>=,19.5,0.9646489104116223,5.883333333333334,12.584717331555328,60,0.0709515859766277
VEV_4500,50,vfe_mid,<=,5233.5,2.193716268311488,1.2767149494397376,12.575355936270839,3659,0.20878130217028382
VEV_4000,50,vfe_mid,<=,5233.5,2.1962220508866617,1.2765783000819897,12.516282688707292,3659,0.20878130217028382
VEV_5200,50,tp_roll,<=,29.815,-0.07487091222030981,-2.02835332606325,-12.45629735272518,917,0.05011709601873536
VEV_4000,200,tp_roll,<=,-0.045,1.893982401362475,3.143660915228807,12.417947572827096,2666,0.20810356422326834
VEV_4500,5,tp_dev,<=,-1.4975,2.051413881748072,2.4815668202764978,12.397766364371295,217,0.02024386170035076
VEV_5300,50,cum_Mark 01,<=,0.0,-1.1508379888268156,-1.7173252279635258,-12.289476481464499,329,0.022938230383973288
VEV_5300,50,cum_Mark 22,>=,0.0,-1.1508379888268156,-1.7173252279635258,-12.289476481464499,329,0.022938230383973288
VEV_5100,50,time_premium,<=,8.5,-0.24973375931842384,-1.4416882636060717,-12.183191119353628,2701,0.12153589315525877
VELVETFRUIT_EXTRACT,200,nf_Mark 01_W200,<=,-9.0,-0.3898133116883117,-3.8206734534064215,-12.16347352707708,1277,0.20822846404241754
VEV_5200,25,time_premium,<=,32.0,-0.1271067415730337,-0.9246648793565684,-12.098683661224833,1865,0.10972477064220183
VEV_4000,200,tp_roll,<=,-0.075,0.7436260623229461,3.8693181818181817,12.009307120087614,1584,0.10073974445191661
VEV_5200,25,vfe_mid,>=,5264.0,-0.559584999048163,-1.5558510638297873,-11.974142856889605,752,0.20033361134278566
VEV_5300,50,time_premium,>=,53.0,-1.4476846942382466,-2.5114285714285716,-11.958595289986556,175,0.10030050083472454
VEV_5200,200,rvol_100,<=,0.6071959063489041,3.6423710601719197,1.523015873015873,11.914739820155056,3150,0.20006734006734006
VEV_5000,25,vfe_mid,>=,5264.0,-0.8070626308775938,-2.166223404255319,-11.822685829682461,752,0.20033361134278566
VEV_5100,25,vfe_mid,>=,5264.0,-0.7271083190557777,-1.990691489361702,-11.80027182423514,752,0.20033361134278566
HYDROGEL_PACK,200,vfe_mid,>=,5271.0,1.3495950636328577,8.036324786324787,11.768384440456556,468,0.10271812080536913
VEV_4500,25,vfe_mid,>=,5264.0,-0.846087949743004,-2.2253989361702127,-11.74319434609763,752,0.20033361134278566
VEV_5300,25,vfe_mid,>=,5264.0,-0.37140681515324575,-0.9488031914893617,-11.722416246035626,752,0.20033361134278566
VEV_5300,50,ret_50,>=,3.0,-0.31305309734513276,-0.8912037037037037,-11.704147082426115,1080,0.14193979933110368
VEV_5300,50,ret_50,>=,4.0,-0.6225490196078431,-1.1776447105788423,-11.696894790352847,501,0.07474916387959867
VEV_5200,50,ret_50,>=,9.0,-1.9007858546168959,-2.6695906432748537,-11.678218502657371,171,0.02274247491638796
VEV_5100,25,tp_roll,<=,8.5125,-0.16220238095238096,-1.0010757314974184,-11.674261128775669,2324,0.10015042620758817
VEV_4000,25,vfe_mid,>=,5264.0,-0.8471349704930516,-2.2200797872340425,-11.652729686672252,752,0.20033361134278566
VEV_5300,50,cum_Mark 22,>=,-32.0,-0.12531677648251394,-0.6270380434782609,-11.54828126003091,2208,0.20547579298831387
VEV_5300,50,cum_Mark 01,<=,27.0,-0.12531677648251394,-0.6282638570774164,-11.450194556709016,2183,0.20464106844741237
VEV_4000,200,cum_Mark 38,>=,7.0,1.4875110196885102,2.6107843137254902,11.35457442748524,3060,0.2168791946308725
VEV_5300,50,ret_50,>=,2.0,-0.17253186227886627,-0.6159385501680269,-11.338055839806797,2083,0.2454849498327759
VEV_5200,50,vfe_mid,<=,5223.5,1.4545454545454546,0.7805503731343284,11.271397068377006,2144,0.10243739565943238
VEV_5300,50,tp_dev,>=,4.677500000000002,-0.663358147229115,-1.4010416666666667,-11.234767270678292,288,0.050083640013382405
VEV_5100,200,time_premium,>=,16.5,4.019652800524074,3.2589395807644883,11.212332499580608,811,0.23211409395973154
VEV_5100,200,time_premium,>=,19.5,5.319854721549637,11.383333333333333,11.189537081271153,60,0.07130872483221476
VEV_5300,25,cum_Mark 22,>=,-6.0,-0.28565254969749354,-1.2512437810945274,-11.17180154081189,402,0.05201000834028357
